image_name,pred_score,GT
0a3bb58232ca7358a033491a416a5b1f_image.jpg,0.46818545,fake
0e85c98f4f4df30eeddc5f5cc0ad7f63_image.jpg,0.40371156,fake
1bb900167487ffe376878a4dde93b9cb_image.jpg,0.013093108,fake
0aaaaf1ab42cb790bb09ec953c290c06_image.jpg,0.5790112,fake
1d4eafc76d1ce009a71d939a4c4bfd26_image.jpg,0.84272325,fake
1b242efcb9591c7835081e4ff086ba16_image.jpg,0.014081913,fake
1c1238861359b18aa84968f1bdbd890d_image.jpg,0.0046623694,fake
1c321105544e03e727534b66759d4399_image.jpg,0.09076675,fake
0b9af9d4276ab09b5880c041ce7569a6_image.jpg,0.0027381189,fake
00d80c8896f273adebe439f99db858e2_image.jpg,0.05390691,fake
0af2cfacd35696c016556e25a0fa5c0b_image.jpg,0.00016174479,fake
0d761a49170ff25521c48e5e599dd39e_image.jpg,0.17550139,fake
0b60180c897e7e11da79c7cb55ceeed2_image.jpg,0.18485644,fake
0dd25a6bab52ccd2d8ce452e3dce96ce_image.jpg,0.019404825,fake
1c79f8a643691e747df99401b612ea09_image.jpg,0.24248222,fake
0b6ce1f83998d984ec79e2da9481d338_image.jpg,0.0050150906,fake
0acdceb9539ed80a4af75190069ac7b6_image.jpg,0.70788115,fake
01a11e1434349bd7b6750b29ad01dac5_image.jpg,0.07999294,fake
0df2191450cbd0711888f41ce74dd874_image.jpg,0.06731592,fake
01c0f7d7957a999de33c413ea883749f_image.jpg,0.11057745,fake
0b354d55cfddd859fcfc1720c7eb43ad_image.jpg,0.018376432,fake
0b2a1329637523674288201a05bd4f71_image.jpg,0.0072540333,fake
0c10f8f880e8a2ae2ad3dea45c8ac4f9_image.jpg,0.26277336,fake
0f7a7b8815c48d238d3df5d78259c04e_image.jpg,0.003564673,fake
0e8c8e6397e589309793c189767c86b4_image.jpg,0.80258656,fake
0a63d50de6463a35fb28595dfd5e7ed1_image.jpg,0.11323923,fake
0b119c5d8b05a0f3f1d4906ea3ef13d8_image.jpg,0.0036850646,fake
0d49d18aea96bd042c0423cabb7d7f60_image.jpg,0.44758087,fake
00cc894536fdfb26dc9f89a6c89ea4f8_image.jpg,0.8434654,fake
0d8303e88b38c1f9695fd147fe26649f_image.jpg,0.008494965,fake
0fc98bc6569ed8c112ad8ad07ffdbd95_image.jpg,0.0060775313,fake
0e223fd75360d1c3e1fcea45fa0c9304_image.jpg,0.61489296,fake
1bf2eba94481bf8c1d19d1e027664aed_image.jpg,0.70752084,fake
0d6cc8406abc63b476baf7da099f8d7d_image.jpg,0.17381959,fake
0a0c47a62b45f9d3a4ea7b92796292f2_image.jpg,0.01616796,fake
0df3a1e95f316be4eaa301d731ca7ebf_image.jpg,0.046537265,fake
0d81ed5466a178c5cfde5075c5078c55_image.jpg,3.5748824e-05,fake
0d1c923856ec23927d341113b3f5bf24_image.jpg,0.0063140444,fake
1cd04e3a60d015bb09732c49e617a730_image.jpg,0.00026857448,fake
0e27a48df03bb66d8c1c5847864e1748_image.jpg,0.56074315,fake
1b349a04265d634a2e87b39d7c8383dc_image.jpg,0.0003799548,fake
00c3e97dfa610106be00959995524f19_image.jpg,0.03771173,fake
0d7d75270e509650d0a662ad23c92c22_image.jpg,0.32994223,fake
1bf78cfb9b453d74f00a7c0ee257c68a_image.jpg,0.48600593,fake
1a7efbd93f5ff8405c6f0be7cc2222c7_image.jpg,2.1344544e-05,fake
01a0ed499d6c1734617879071dd6184a_image.jpg,0.0001104317,fake
0a70f258933d368dafe246876a3e6faa_image.jpg,0.67778414,fake
1ab05a5a174bd5b32f384512e8f4f645_image.jpg,0.12682973,fake
1d4fd2da1ff909bf63762812382e70d4_image.jpg,0.012007786,fake
0e47ed9abf2d92d2e9d2a7e3393053e9_image.jpg,0.058276348,fake
1a434c36046cf223166934c24109e7cf_image.jpg,0.0005856591,fake
1a4d2fe896352abafb9aad253cfec459_image.jpg,0.0017392194,fake
1ad9d7a8d35a2996a41f85d56808a4c8_image.jpg,0.2698107,fake
0fda3546f4ab6c525414ff517755430f_image.jpg,0.0018648524,fake
0a0a1de34032288885b227630c4904b3_image.jpg,0.0016874293,fake
0ab16130bc3838fd3cf6676bad511d98_image.jpg,0.07658345,fake
00fddf655c44c0777f9107e7881bc8ee_image.jpg,0.0001301189,fake
0b744bd4698456a993dff1f50b518c08_image.jpg,0.0019366984,fake
0e4774add04fb43d1fa7bf47bad6916e_image.jpg,0.05373458,fake
01ac90c63f8b2870b4bcb7c52dc4cfde_image.jpg,0.00030944918,fake
0d54bce30c5d71c2510ecb3121a2637e_image.jpg,0.3365381,fake
0ed95b376d4fb1e1e729dad06d5fb00b_image.jpg,0.22138521,fake
0f685eaeaa5be3a87375d254e4fe8cfd_image.jpg,0.46076676,fake
1a3b863aea1f38885cdcca890e254844_image.jpg,0.28329185,fake
